pos,scaled_pos,time,intensity
-24990.0,-0.053478599999999994,-163959390.0,0.054
-24904.0,-0.05329456,-163395144.0,0.0492
-24821.0,-0.053116939999999994,-162850581.0,0.0473
-24742.0,-0.052947879999999996,-162332262.0,0.0465
-24665.0,-0.0527831,-161827065.0,0.0463
-24582.0,-0.052605479999999996,-161282502.0,0.0455
-24503.0,-0.05243642,-160764183.0,0.0454
-24436.0,-0.05229304,-160324596.0,0.0461
-24342.0,-0.05209187999999999,-159707862.0,0.0447
-24264.0,-0.05192496,-159196104.0,0.0449
-24189.0,-0.05176446,-158704029.0,0.0449
-24104.0,-0.05158256,-158146344.0,0.0446
-24022.0,-0.051407079999999994,-157608342.0,0.0447
-23944.0,-0.05124015999999999,-157096584.0,0.0447
-23862.0,-0.051064679999999994,-156558582.0,0.0449
-23786.0,-0.050902039999999996,-156059946.0,0.0449
-23704.0,-0.05072656,-155521944.0,0.0443
-23624.0,-0.050555359999999994,-154997064.0,0.0442
-23552.0,-0.05040127999999999,-154524672.0,0.0438
-23462.0,-0.05020868,-153934182.0,0.0447
-23387.0,-0.05004818,-153442107.0,0.0446
-23302.0,-0.04986628,-152884422.0,0.0445
-23222.0,-0.049695079999999996,-152359542.0,0.0444
-23141.0,-0.049521739999999995,-151828101.0,0.0443
-23062.0,-0.049352679999999996,-151309782.0,0.0441
-22982.0,-0.04918148,-150784902.0,0.0441
-22911.0,-0.049029539999999996,-150319071.0,0.0441
-22825.0,-0.04884549999999999,-149754825.0,0.0441
-22746.0,-0.048676439999999994,-149236506.0,0.0442
-22659.0,-0.04849025999999999,-148665699.0,0.0444
-22584.0,-0.04832976,-148173624.0,0.0443
-22508.0,-0.048167119999999994,-147674988.0,0.0441
-22431.0,-0.04800234,-147169791.0,0.0444
-22342.0,-0.047811879999999994,-146585862.0,0.0452
-22269.0,-0.047655659999999996,-146106909.0,0.0452
-22179.0,-0.047463059999999994,-145516419.0,0.045
-22107.0,-0.047308979999999994,-145044027.0,0.0447
-22039.0,-0.04716346,-144597879.0,0.0444
-21946.0,-0.046964439999999996,-143987706.0,0.0447
-21864.0,-0.04678896,-143449704.0,0.0445
-21791.0,-0.04663274,-142970751.0,0.0445
-21704.0,-0.04644656,-142399944.0,0.0448
-21622.0,-0.04627108,-141861942.0,0.0445
-21542.0,-0.046099879999999996,-141337062.0,0.0442
-21463.0,-0.04593082,-140818743.0,0.0443
-21384.0,-0.04576176,-140300424.0,0.0443
-21309.0,-0.04560126,-139808349.0,0.0443
-21236.0,-0.04544504,-139329396.0,0.0443
-21146.0,-0.04525244,-138738906.0,0.0445
-21062.0,-0.04507268,-138187782.0,0.0443
-20982.0,-0.044901479999999994,-137662902.0,0.0443
-20902.0,-0.04473028,-137138022.0,0.0443
-20824.0,-0.044563359999999996,-136626264.0,0.0438
-20742.0,-0.04438788,-136088262.0,0.0435
-20664.0,-0.04422096,-135576504.0,0.0434
-20584.0,-0.04404975999999999,-135051624.0,0.0439
-20513.0,-0.04389782,-134585793.0,0.0438
-20424.0,-0.043707359999999994,-134001864.0,0.045
-20344.0,-0.04353616,-133476984.0,0.0448
-20271.0,-0.04337994,-132998031.0,0.0446
-20180.0,-0.0431852,-132400980.0,0.0446
-20104.0,-0.043022559999999994,-131902344.0,0.045
-20024.0,-0.04285136,-131377464.0,0.0441
-19942.0,-0.04267588,-130839462.0,0.0442
-19862.0,-0.042504679999999996,-130314582.0,0.0439
-19784.0,-0.042337759999999995,-129802824.0,0.0434
-19708.0,-0.042175119999999997,-129304188.0,0.0434
-19633.0,-0.042014619999999996,-128812113.0,0.0434
-19543.0,-0.041822019999999994,-128221623.0,0.0438
-19462.0,-0.041648679999999993,-127690182.0,0.0437
-19383.0,-0.041479619999999995,-127171863.0,0.0434
-19301.0,-0.041304139999999996,-126633861.0,0.0435
-19224.0,-0.04113936,-126128664.0,0.0435
-19148.0,-0.040976719999999994,-125630028.0,0.0435
-19064.0,-0.04079696,-125078904.0,0.0442
-18986.0,-0.04063004,-124567146.0,0.044
-18899.0,-0.04044386,-123996339.0,0.044
-18821.0,-0.04027694,-123484581.0,0.0441
-18746.0,-0.040116439999999996,-122992506.0,0.0441
-18666.0,-0.03994524,-122467626.0,0.0442
-18591.0,-0.03978474,-121975551.0,0.0442
-18518.0,-0.03962852,-121496598.0,0.0442
-18427.0,-0.039433779999999995,-120899547.0,0.045
-18342.0,-0.039251879999999996,-120341862.0,0.0445
-18266.0,-0.03908924,-119843226.0,0.0452
-18182.0,-0.038909479999999996,-119292102.0,0.0451
-18108.0,-0.03875112,-118806588.0,0.0451
-18031.0,-0.03858634,-118301391.0,0.0451
-17942.0,-0.03839588,-117717462.0,0.0446
-17866.0,-0.038233239999999995,-117218826.0,0.0445
-17790.0,-0.038070599999999996,-116720190.0,0.0445
-17702.0,-0.03788228,-116142822.0,0.0442
-17622.0,-0.037711079999999994,-115617942.0,0.0439
-17543.0,-0.037542019999999995,-115099623.0,0.0437
-17462.0,-0.037368679999999994,-114568182.0,0.0437
-17388.0,-0.03721032,-114082668.0,0.0437
-17305.0,-0.037032699999999995,-113538105.0,0.0444
-17224.0,-0.036859359999999994,-113006664.0,0.0449
-17152.0,-0.03670528,-112534272.0,0.045
-17065.0,-0.0365191,-111963465.0,0.045
-16979.0,-0.036335059999999995,-111399219.0,0.0439
-16914.0,-0.03619596,-110972754.0,0.0436
-16822.0,-0.035999079999999996,-110369142.0,0.0441
-16746.0,-0.03583644,-109870506.0,0.0447
-16662.0,-0.035656679999999996,-109319382.0,0.0447
-16580.0,-0.0354812,-108781380.0,0.0448
-16509.0,-0.035329259999999994,-108315549.0,0.045
-16425.0,-0.0351495,-107764425.0,0.045
-16344.0,-0.03497616,-107232984.0,0.045
-16262.0,-0.03480068,-106694982.0,0.045
-16183.0,-0.034631619999999995,-106176663.0,0.045
-16105.0,-0.034464699999999994,-105664905.0,0.045
-16022.0,-0.03428708,-105120342.0,0.0447
-15947.0,-0.03412658,-104628267.0,0.0456
-15870.0,-0.0339618,-104123070.0,0.0453
-15782.0,-0.033773479999999995,-103545702.0,0.0452
-15715.0,-0.033630099999999996,-103106115.0,0.0454
-15622.0,-0.033431079999999995,-102495942.0,0.045
-15542.0,-0.03325988,-101971062.0,0.0453
-15463.0,-0.03309082,-101452743.0,0.0453
-15388.0,-0.03293032,-100960668.0,0.0453
-15302.0,-0.032746279999999996,-100396422.0,0.0444
-15222.0,-0.03257508,-99871542.0,0.0448
-15142.0,-0.032403879999999996,-99346662.0,0.045
-15067.0,-0.032243379999999995,-98854587.0,0.045
-14987.0,-0.03207218,-98329707.0,0.0451
-14912.0,-0.03191168,-97837632.0,0.0453
-14822.0,-0.03171908,-97247142.0,0.0454
-14748.0,-0.03156072,-96761628.0,0.0457
-14671.0,-0.03139594,-96256431.0,0.0459
-14587.0,-0.031216179999999996,-95705307.0,0.0449
-14504.0,-0.031038559999999996,-95160744.0,0.0446
-14424.0,-0.030867359999999996,-94635864.0,0.0444
-14344.0,-0.030696159999999997,-94110984.0,0.0447
-14270.0,-0.030537799999999997,-93625470.0,0.0445
-14184.0,-0.030353759999999997,-93061224.0,0.0445
-14114.0,-0.03020396,-92601954.0,0.0445
-14022.0,-0.03000708,-91998342.0,0.0453
-13944.0,-0.029840159999999998,-91486584.0,0.0442
-13864.0,-0.029668959999999998,-90961704.0,0.0445
-13784.0,-0.029497759999999998,-90436824.0,0.0441
-13702.0,-0.02932228,-89898822.0,0.0446
-13632.0,-0.029172479999999997,-89439552.0,0.0443
-13539.0,-0.02897346,-88829379.0,0.0443
-13462.0,-0.028808679999999996,-88324182.0,0.0443
-13394.0,-0.028663159999999997,-87878034.0,0.0442
-13302.0,-0.028466279999999997,-87274422.0,0.0432
-13222.0,-0.028295079999999997,-86749542.0,0.0442
-13144.0,-0.02812816,-86237784.0,0.0441
-13079.0,-0.02798906,-85811319.0,0.0443
-12983.0,-0.02778362,-85181463.0,0.0451
-12904.0,-0.027614559999999996,-84663144.0,0.0448
-12829.0,-0.02745406,-84171069.0,0.045
-12749.0,-0.02728286,-83646189.0,0.0449
-12664.0,-0.027100959999999997,-83088504.0,0.0452
-12582.0,-0.026925479999999998,-82550502.0,0.0448
-12504.0,-0.026758559999999997,-82038744.0,0.0447
-12422.0,-0.02658308,-81500742.0,0.0445
-12339.0,-0.02640546,-80956179.0,0.0444
-12264.0,-0.026244959999999998,-80464104.0,0.0444
-12179.0,-0.02606306,-79906419.0,0.0444
-12102.0,-0.02589828,-79401222.0,0.0444
-12027.0,-0.02573778,-78909147.0,0.0444
-11946.0,-0.025564439999999997,-78377706.0,0.0444
-11869.0,-0.025399659999999998,-77872509.0,0.0444
-11782.0,-0.025213479999999996,-77301702.0,0.046
-11702.0,-0.025042279999999997,-76776822.0,0.0455
-11624.0,-0.02487536,-76265064.0,0.0463
-11551.0,-0.024719139999999997,-75786111.0,0.0462
-11461.0,-0.02452654,-75195621.0,0.0464
-11386.0,-0.02436604,-74703546.0,0.0466
-11302.0,-0.024186279999999998,-74152422.0,0.047
-11224.0,-0.024019359999999997,-73640664.0,0.047
-11148.0,-0.023856719999999998,-73142028.0,0.047
-11062.0,-0.023672679999999998,-72577782.0,0.0469
-10991.0,-0.02352074,-72111951.0,0.0469
-10904.0,-0.023334559999999997,-71541144.0,0.0479
-10824.0,-0.023163359999999997,-71016264.0,0.0478
-10741.0,-0.022985739999999998,-70471701.0,0.0483
-10660.0,-0.022812399999999997,-69940260.0,0.0484
-10582.0,-0.02264548,-69428502.0,0.0482
-10502.0,-0.02247428,-68903622.0,0.0482
-10423.0,-0.022305219999999997,-68385303.0,0.0482
-10346.0,-0.022140439999999997,-67880106.0,0.0482
-10274.0,-0.02198636,-67407714.0,0.0482
-10181.0,-0.02178734,-66797541.0,0.0506
-10104.0,-0.02162256,-66292344.0,0.0503
-10022.0,-0.021447079999999997,-65754342.0,0.0524
-9949.0,-0.021290859999999998,-65275389.0,0.0529
-9864.0,-0.02110896,-64717704.0,0.0534
-9784.0,-0.02093776,-64192824.0,0.0539
-9702.0,-0.020762279999999998,-63654822.0,0.0541
-9622.0,-0.020591079999999998,-63129942.0,0.0553
-9546.0,-0.02042844,-62631306.0,0.0553
-9462.0,-0.020248679999999998,-62080182.0,0.0562
-9382.0,-0.020077479999999998,-61555302.0,0.0573
-9301.0,-0.019904139999999997,-61023861.0,0.0576
-9221.0,-0.019732939999999997,-60498981.0,0.0598
-9153.0,-0.019587419999999998,-60052833.0,0.06
-9059.0,-0.01938626,-59436099.0,0.0605
-8987.0,-0.019232179999999998,-58963707.0,0.0614
-8911.0,-0.01906954,-58465071.0,0.0614
-8824.0,-0.01888336,-57894264.0,0.0644
-8746.0,-0.018716439999999997,-57382506.0,0.0665
-8666.0,-0.018545239999999998,-56857626.0,0.068
-8582.0,-0.01836548,-56306502.0,0.0685
-8505.0,-0.0182007,-55801305.0,0.0706
-8422.0,-0.01802308,-55256742.0,0.0716
-8348.0,-0.017864719999999997,-54771228.0,0.0746
-8262.0,-0.017680679999999997,-54206982.0,0.0756
-8185.0,-0.017515899999999997,-53701785.0,0.0765
-8101.0,-0.01733614,-53150661.0,0.0772
-8025.0,-0.017173499999999998,-52652025.0,0.0784
-7945.0,-0.017002299999999998,-52127145.0,0.0787
-7870.0,-0.016841799999999997,-51635070.0,0.0787
-7782.0,-0.01665348,-51057702.0,0.0793
-7704.0,-0.016486559999999997,-50545944.0,0.0852
-7623.0,-0.01631322,-50014503.0,0.0873
-7542.0,-0.01613988,-49483062.0,0.0885
-7472.0,-0.01599008,-49023792.0,0.0916
-7379.0,-0.01579106,-48413619.0,0.0937
-7320.0,-0.0156648,-48026520.0,0.0966
-7222.0,-0.01545508,-47383542.0,0.0998
-7146.0,-0.01529244,-46884906.0,0.101
-7065.0,-0.015119099999999998,-46353465.0,0.102
-6989.0,-0.01495646,-45854829.0,0.105
-6907.0,-0.014780979999999999,-45316827.0,0.109
-6819.0,-0.014592659999999999,-44739459.0,0.118
-6750.0,-0.014445,-44286750.0,0.12
-6662.0,-0.014256679999999999,-43709382.0,0.123
-6587.0,-0.014096179999999998,-43217307.0,0.127
-6499.0,-0.01390786,-42639939.0,0.13
-6424.0,-0.013747359999999998,-42147864.0,0.131
-6350.0,-0.013588999999999999,-41662350.0,0.133
-6264.0,-0.013404959999999999,-41098104.0,0.135
-6182.0,-0.013229479999999998,-40560102.0,0.142
-6102.0,-0.013058279999999998,-40035222.0,0.146
-6025.0,-0.012893499999999999,-39530025.0,0.152
-5952.0,-0.012737279999999998,-39051072.0,0.155
-5862.0,-0.012544679999999999,-38460582.0,0.158
-5782.0,-0.01237348,-37935702.0,0.165
-5702.0,-0.01220228,-37410822.0,0.169
-5624.0,-0.012035359999999998,-36899064.0,0.172
-5549.0,-0.01187486,-36406989.0,0.173
-5464.0,-0.011692959999999999,-35849304.0,0.178
-5383.0,-0.01151962,-35317863.0,0.182
-5302.0,-0.011346279999999999,-34786422.0,0.187
-5228.0,-0.011187919999999999,-34300908.0,0.187
-5151.0,-0.011023139999999999,-33795711.0,0.189
-5061.0,-0.01083054,-33205221.0,0.2
-4982.0,-0.01066148,-32686902.0,0.213
-4902.0,-0.01049028,-32162022.0,0.218
-4822.0,-0.01031908,-31637142.0,0.222
-4747.0,-0.010158579999999999,-31145067.0,0.223
