pos,scaled_pos,time,intensity
-24987.0,-0.053472179999999994,-163939707.0,0.0328
-24904.0,-0.05329456,-163395144.0,0.0318
-24831.0,-0.05313834,-162916191.0,0.0315
-24744.0,-0.05295216,-162345384.0,0.0314
-24671.0,-0.05279593999999999,-161866431.0,0.0311
-24599.0,-0.05264186,-161394039.0,0.0309
-24508.0,-0.05244711999999999,-160796988.0,0.031
-24422.0,-0.052263079999999996,-160232742.0,0.031
-24342.0,-0.05209187999999999,-159707862.0,0.031
-24274.0,-0.05194636,-159261714.0,0.031
-24179.0,-0.051743059999999994,-158638419.0,0.0308
-24102.0,-0.05157828,-158133222.0,0.0308
-24023.0,-0.05140922,-157614903.0,0.0307
-23950.0,-0.05125299999999999,-157135950.0,0.0307
-23870.0,-0.0510818,-156611070.0,0.0307
-23784.0,-0.05089775999999999,-156046824.0,0.0309
-23702.0,-0.050722279999999995,-155508822.0,0.0307
-23624.0,-0.050555359999999994,-154997064.0,0.0307
-23555.0,-0.05040769999999999,-154544355.0,0.0306
-23461.0,-0.050206539999999994,-153927621.0,0.0305
-23380.0,-0.05003319999999999,-153396180.0,0.0308
-23302.0,-0.04986628,-152884422.0,0.0307
-23222.0,-0.049695079999999996,-152359542.0,0.0307
-23142.0,-0.04952388,-151834662.0,0.0308
-23062.0,-0.049352679999999996,-151309782.0,0.0308
-22984.0,-0.049185759999999995,-150798024.0,0.0308
-22902.0,-0.049010279999999996,-150260022.0,0.0308
-22822.0,-0.04883907999999999,-149735142.0,0.0308
-22745.0,-0.0486743,-149229945.0,0.0308
-22661.0,-0.048494539999999996,-148678821.0,0.0307
-22579.0,-0.04831906,-148140819.0,0.031
-22503.0,-0.04815642,-147642183.0,0.0309
-22426.0,-0.047991639999999995,-147136986.0,0.0308
-22346.0,-0.04782044,-146612106.0,0.0309
-22262.0,-0.04764068,-146060982.0,0.0309
-22190.0,-0.0474866,-145588590.0,0.0309
-22110.0,-0.047315399999999994,-145063710.0,0.0309
-22030.0,-0.0471442,-144538830.0,0.0309
-21956.0,-0.046985839999999994,-144053316.0,0.0309
-21862.0,-0.046784679999999995,-143436582.0,0.031
