pos,scaled_pos,time,intensity
-24985.0,-0.0534679,-163926585.0,0.0307
-24902.0,-0.053290279999999995,-163382022.0,0.0306
-24822.0,-0.05311908,-162857142.0,0.0307
-24744.0,-0.05295216,-162345384.0,0.0306
-24676.0,-0.052806639999999995,-161899236.0,0.0306
-24582.0,-0.052605479999999996,-161282502.0,0.0309
-24503.0,-0.05243642,-160764183.0,0.0308
-24437.0,-0.05229518,-160331157.0,0.0308
-24346.0,-0.05210044,-159734106.0,0.0307
-24267.0,-0.05193138,-159215787.0,0.0308
-24194.0,-0.051775159999999994,-158736834.0,0.0308
-24104.0,-0.05158256,-158146344.0,0.0304
-24022.0,-0.051407079999999994,-157608342.0,0.0308
-23942.0,-0.05123588,-157083462.0,0.0307
-23869.0,-0.05107966,-156604509.0,0.0307
-23784.0,-0.05089775999999999,-156046824.0,0.0307
-23704.0,-0.05072656,-155521944.0,0.0308
-23625.0,-0.0505575,-155003625.0,0.0307
-23550.0,-0.050397,-154511550.0,0.0306
-23476.0,-0.050238639999999994,-154026036.0,0.0304
-23385.0,-0.050043899999999995,-153428985.0,0.0304
-23306.0,-0.04987484,-152910666.0,0.0306
-23236.0,-0.04972504,-152451396.0,0.0306
-23144.0,-0.049528159999999995,-151847784.0,0.0307
-23059.0,-0.049346259999999996,-151290099.0,0.0303
-22982.0,-0.04918148,-150784902.0,0.0304
-22906.0,-0.049018839999999994,-150286266.0,0.0303
-22827.0,-0.048849779999999995,-149767947.0,0.0303
-22758.0,-0.048702119999999995,-149315238.0,0.0303
-22666.0,-0.04850524,-148711626.0,0.0307
-22583.0,-0.048327619999999995,-148167063.0,0.0309
-22502.0,-0.048154279999999994,-147635622.0,0.0309
-22431.0,-0.04800234,-147169791.0,0.0309
-22344.0,-0.047816159999999996,-146598984.0,0.0308
-22262.0,-0.04764068,-146060982.0,0.0308
-22182.0,-0.047469479999999994,-145536102.0,0.0308
-22102.0,-0.04729828,-145011222.0,0.0308
-22028.0,-0.047139919999999995,-144525708.0,0.0309
-21939.0,-0.04694946,-143941779.0,0.0309
-21859.0,-0.046778259999999995,-143416899.0,0.0308
-21782.0,-0.04661348,-142911702.0,0.0308
-21708.0,-0.046455119999999996,-142426188.0,0.0308
-21633.0,-0.046294619999999995,-141934113.0,0.0308
-21541.0,-0.04609774,-141330501.0,0.0305
-21459.0,-0.04592226,-140792499.0,0.0305
-21382.0,-0.045757479999999996,-140287302.0,0.0304
-21313.0,-0.045609819999999995,-139834593.0,0.0304
-21225.0,-0.0454215,-139257225.0,0.0307
-21151.0,-0.04526313999999999,-138771711.0,0.0307
-21064.0,-0.04507696,-138200904.0,0.0307
-20986.0,-0.04491004,-137689146.0,0.0308
-20905.0,-0.0447367,-137157705.0,0.0308
-20825.0,-0.044565499999999994,-136632825.0,0.0308
-20746.0,-0.044396439999999995,-136114506.0,0.0308
-20668.0,-0.044229519999999994,-135602748.0,0.0307
-20582.0,-0.04404548,-135038502.0,0.0306
-20501.0,-0.04387214,-134507061.0,0.0305
-20431.0,-0.04372234,-134047791.0,0.0307
-20342.0,-0.043531879999999995,-133463862.0,0.0308
-20267.0,-0.043371379999999994,-132971787.0,0.0304
-20189.0,-0.04320446,-132460029.0,0.0304
-20103.0,-0.04302042,-131895783.0,0.0305
-20029.0,-0.042862059999999993,-131410269.0,0.0306
-19949.0,-0.04269086,-130885389.0,0.0305
-19862.0,-0.042504679999999996,-130314582.0,0.031
-19787.0,-0.042344179999999995,-129822507.0,0.0307
-19710.0,-0.0421794,-129317310.0,0.0307
-19622.0,-0.04199108,-128739942.0,0.0305
-19541.0,-0.04181774,-128208501.0,0.0305
-19465.0,-0.041655099999999994,-127709865.0,0.0303
-19383.0,-0.041479619999999995,-127171863.0,0.0303
-19310.0,-0.041323399999999996,-126692910.0,0.0303
-19223.0,-0.041137219999999995,-126122103.0,0.0302
-19155.0,-0.0409917,-125675955.0,0.0308
-19079.0,-0.04082906,-125177319.0,0.0309
-18982.0,-0.040621479999999995,-124540902.0,0.0308
-18900.0,-0.040445999999999996,-124002900.0,0.0305
-18835.0,-0.0403069,-123576435.0,0.0305
-18745.0,-0.0401143,-122985945.0,0.0307
-18679.0,-0.03997306,-122552919.0,0.0308
-18586.0,-0.03977404,-121942746.0,0.0308
-18510.0,-0.0396114,-121444110.0,0.0307
-18426.0,-0.03943164,-120892986.0,0.031
-18348.0,-0.039264719999999996,-120381228.0,0.031
-18263.0,-0.03908282,-119823543.0,0.0307
-18182.0,-0.038909479999999996,-119292102.0,0.0306
-18108.0,-0.03875112,-118806588.0,0.0305
-18029.0,-0.038582059999999994,-118288269.0,0.0304
-17942.0,-0.03839588,-117717462.0,0.0309
-17862.0,-0.03822468,-117192582.0,0.0309
-17780.0,-0.0380492,-116654580.0,0.0309
-17702.0,-0.03788228,-116142822.0,0.0308
-17626.0,-0.03771964,-115644186.0,0.0309
-17545.0,-0.0375463,-115112745.0,0.031
-17471.0,-0.037387939999999995,-114627231.0,0.0307
-17387.0,-0.03720818,-114076107.0,0.0307
-17312.0,-0.03704768,-113584032.0,0.0306
-17222.0,-0.03685508,-112993542.0,0.0307
-17142.0,-0.036683879999999995,-112468662.0,0.0308
-17069.0,-0.036527659999999997,-111989709.0,0.0308
-16987.0,-0.03635218,-111451707.0,0.0307
-16902.0,-0.03617028,-110894022.0,0.031
-16821.0,-0.03599694,-110362581.0,0.031
-16742.0,-0.03582788,-109844262.0,0.0308
-16666.0,-0.035665239999999994,-109345626.0,0.031
-16589.0,-0.03550046,-108840429.0,0.031
-16499.0,-0.035307859999999996,-108249939.0,0.0308
-16427.0,-0.035153779999999996,-107777547.0,0.0309
-16342.0,-0.03497188,-107219862.0,0.0309
-16264.0,-0.034804959999999996,-106708104.0,0.0309
-16182.0,-0.03462948,-106170102.0,0.031
-16113.0,-0.034481819999999996,-105717393.0,0.031
-16027.0,-0.03429778,-105153147.0,0.0312
-15946.0,-0.03412444,-104621706.0,0.0309
-15877.0,-0.03397678,-104168997.0,0.0309
-15784.0,-0.03377776,-103558824.0,0.031
-15704.0,-0.03360656,-103033944.0,0.0314
-15636.0,-0.03346104,-102587796.0,0.0315
-15542.0,-0.03325988,-101971062.0,0.0313
-15463.0,-0.03309082,-101452743.0,0.0314
-15387.0,-0.032928179999999994,-100954107.0,0.0315
-15316.0,-0.03277624,-100488276.0,0.0315
-15226.0,-0.03258364,-99897786.0,0.0315
-15141.0,-0.03240174,-99340101.0,0.0317
-15066.0,-0.03224124,-98848026.0,0.0319
-14984.0,-0.03206576,-98310024.0,0.0319
-14900.0,-0.031886,-97758900.0,0.0321
-14824.0,-0.03172336,-97260264.0,0.0322
-14743.0,-0.03155002,-96728823.0,0.0322
-14672.0,-0.031398079999999995,-96262992.0,0.0325
-14584.0,-0.031209759999999996,-95685624.0,0.0325
-14499.0,-0.031027859999999997,-95127939.0,0.0325
-14423.0,-0.03086522,-94629303.0,0.0325
-14354.0,-0.030717559999999998,-94176594.0,0.0323
-14262.0,-0.030520679999999998,-93572982.0,0.0328
-14181.0,-0.030347339999999997,-93041541.0,0.0326
-14104.0,-0.030182559999999997,-92536344.0,0.0326
-14022.0,-0.03000708,-91998342.0,0.0326
-13942.0,-0.02983588,-91473462.0,0.0326
-13876.0,-0.029694639999999998,-91040436.0,0.0327
-13779.0,-0.02948706,-90404019.0,0.0329
-13706.0,-0.029330839999999997,-89925066.0,0.0326
-13624.0,-0.029155359999999998,-89387064.0,0.0325
-13546.0,-0.028988439999999997,-88875306.0,0.0324
-13471.0,-0.028827939999999996,-88383231.0,0.0325
-13386.0,-0.028646039999999998,-87825546.0,0.0334
-13302.0,-0.028466279999999997,-87274422.0,0.0333
-13225.0,-0.028301499999999997,-86769225.0,0.0334
-13149.0,-0.028138859999999998,-86270589.0,0.0334
-13062.0,-0.027952679999999997,-85699782.0,0.0339
-12982.0,-0.027781479999999997,-85174902.0,0.0341
-12908.0,-0.027623119999999998,-84689388.0,0.0344
-12822.0,-0.027439079999999998,-84125142.0,0.0347
-12744.0,-0.027272159999999997,-83613384.0,0.0348
-12662.0,-0.027096679999999998,-83075382.0,0.0349
-12579.0,-0.026919059999999998,-82530819.0,0.0348
-12504.0,-0.026758559999999997,-82038744.0,0.0348
-12426.0,-0.02659164,-81526986.0,0.0348
-12359.0,-0.026448259999999998,-81087399.0,0.0348
-12266.0,-0.026249239999999997,-80477226.0,0.0355
-12192.0,-0.026090879999999997,-79991712.0,0.036
-12101.0,-0.025896139999999998,-79394661.0,0.0362
-12031.0,-0.02574634,-78935391.0,0.037
-11946.0,-0.025564439999999997,-78377706.0,0.0374
-11866.0,-0.025393239999999997,-77852826.0,0.0375
-11779.0,-0.025207059999999996,-77282019.0,0.0379
-11707.0,-0.02505298,-76809627.0,0.0387
-11636.0,-0.02490104,-76343796.0,0.0392
-11546.0,-0.024708439999999998,-75753306.0,0.0394
-11467.0,-0.02453938,-75234987.0,0.0402
-11386.0,-0.02436604,-74703546.0,0.0407
-11304.0,-0.02419056,-74165544.0,0.0412
-11224.0,-0.024019359999999997,-73640664.0,0.0413
-11143.0,-0.02384602,-73109223.0,0.0414
-11061.0,-0.023670539999999997,-72571221.0,0.042
-10986.0,-0.02351004,-72079146.0,0.042
-10910.0,-0.023347399999999997,-71580510.0,0.0421
-10819.0,-0.02315266,-70983459.0,0.0423
-10743.0,-0.02299002,-70484823.0,0.043
-10664.0,-0.022820959999999998,-69966504.0,0.0431
-10583.0,-0.022647619999999997,-69435063.0,0.0439
-10511.0,-0.02249354,-68962671.0,0.0442
-10422.0,-0.02230308,-68378742.0,0.0458
-10344.0,-0.02213616,-67866984.0,0.0468
-10263.0,-0.021962819999999997,-67335543.0,0.0473
-10190.0,-0.0218066,-66856590.0,0.0492
-10102.0,-0.021618279999999997,-66279222.0,0.0501
-10026.0,-0.021455639999999998,-65780586.0,0.0514
-9942.0,-0.021275879999999997,-65229462.0,0.0521
-9865.0,-0.021111099999999997,-64724265.0,0.0535
-9792.0,-0.02095488,-64245312.0,0.0543
-9702.0,-0.020762279999999998,-63654822.0,0.055
-9622.0,-0.020591079999999998,-63129942.0,0.0565
-9550.0,-0.020436999999999997,-62657550.0,0.0574
-9462.0,-0.020248679999999998,-62080182.0,0.0588
-9385.0,-0.0200839,-61574985.0,0.0609
-9300.0,-0.019902,-61017300.0,0.0617
-9223.0,-0.01973722,-60512103.0,0.0624
-9142.0,-0.01956388,-59980662.0,0.0628
-9063.0,-0.01939482,-59462343.0,0.0632
-8990.0,-0.019238599999999998,-58983390.0,0.0639
-8902.0,-0.01905028,-58406022.0,0.0655
-8822.0,-0.01887908,-57881142.0,0.069
-8744.0,-0.01871216,-57369384.0,0.0704
-8663.0,-0.018538819999999998,-56837943.0,0.0715
-8587.0,-0.01837618,-56339307.0,0.0725
-8512.0,-0.018215679999999998,-55847232.0,0.0726
-8422.0,-0.01802308,-55256742.0,0.0751
-8352.0,-0.01787328,-54797472.0,0.0784
-8261.0,-0.01767854,-54200421.0,0.0797
-8185.0,-0.017515899999999997,-53701785.0,0.0808
-8105.0,-0.017344699999999998,-53176905.0,0.0814
-8032.0,-0.01718848,-52697952.0,0.0817
-7944.0,-0.01700016,-52120584.0,0.0848
-7862.0,-0.016824679999999998,-51582582.0,0.0897
-7785.0,-0.0166599,-51077385.0,0.0912
-7710.0,-0.016499399999999997,-50585310.0,0.0929
-7619.0,-0.01630466,-49988259.0,0.0944
-7546.0,-0.01614844,-49509306.0,0.0984
-7474.0,-0.01599436,-49036914.0,0.1
